400808 - Cream Flavor	200033 - Silesia Flavors Polska Sp makseks	2012	13800	PL	Warszawa	Fortis Bank Polska SA Warszawa
400809 - Butter Flavour	200033 - Silesia Flavors Polska Sp makseks	2012	1500	PL	Warszawa	Fortis Bank Polska SA Warszawa
401476 - Flavour meat 1401109116 yeast free	200033 - Silesia Flavors Polska Sp makseks	2012	4950	PL	Warszawa	Fortis Bank Polska SA Warszawa
401488 - Flavour Anchovis Not active	200033 - Silesia Flavors Polska Sp makseks	2012	25	PL	Warszawa	Fortis Bank Polska SA Warszawa
740105 - Flavour Tar 1149209323 Not active	200033 - Silesia Flavors Polska Sp makseks	2012	4.5	PL	Warszawa	Fortis Bank Polska SA Warszawa
400487 - Flavour Blackcurrant	200033 - Silesia Flavors Polska Sp makseks	2013	40	PL	Warszawa	Fortis Bank Polska SA Warszawa
400499 - Flavour Yoghurt liquid	200033 - Silesia Flavors Polska Sp makseks	2013	140	PL	Warszawa	Fortis Bank Polska SA Warszawa
400531 - Flavour Orange Juicy liquid	200033 - Silesia Flavors Polska Sp makseks	2013	60	PL	Warszawa	Fortis Bank Polska SA Warszawa
400642 - Flavour Lemon Peel Juicy AF	200033 - Silesia Flavors Polska Sp makseks	2013	2500	PL	Warszawa	Fortis Bank Polska SA Warszawa
400735 - Flavour Peanut	200033 - Silesia Flavors Polska Sp makseks	2013	240	PL	Warszawa	Fortis Bank Polska SA Warszawa
400742 - Flavour Sesame	200033 - Silesia Flavors Polska Sp makseks	2013	180	PL	Warszawa	Fortis Bank Polska SA Warszawa
400764 - Flavour Meat white	200033 - Silesia Flavors Polska Sp makseks	2013	5000	PL	Warszawa	Fortis Bank Polska SA Warszawa
400808 - Cream Flavor	200033 - Silesia Flavors Polska Sp makseks	2013	14000	PL	Warszawa	Fortis Bank Polska SA Warszawa
400809 - Butter Flavour	200033 - Silesia Flavors Polska Sp makseks	2013	3000	PL	Warszawa	Fortis Bank Polska SA Warszawa
401025 - Flavour Maple	200033 - Silesia Flavors Polska Sp makseks	2013	50	PL	Warszawa	Fortis Bank Polska SA Warszawa
401476 - Flavour meat 1401109116 yeast free	200033 - Silesia Flavors Polska Sp makseks	2013	7000	PL	Warszawa	Fortis Bank Polska SA Warszawa
401506 - Flavour Cheese Type Blue	200033 - Silesia Flavors Polska Sp makseks	2013	480	PL	Warszawa	Fortis Bank Polska SA Warszawa
401512 - Flavour Whisky	200033 - Silesia Flavors Polska Sp makseks	2013	340	PL	Warszawa	Fortis Bank Polska SA Warszawa
401514 - Flavour Silarom Boiled Beef	200033 - Silesia Flavors Polska Sp makseks	2013	450	PL	Warszawa	Fortis Bank Polska SA Warszawa
401517 - Flavour Natural BBQ	200033 - Silesia Flavors Polska Sp makseks	2013	160	PL	Warszawa	Fortis Bank Polska SA Warszawa
401521 - Flavour Cherry	200033 - Silesia Flavors Polska Sp makseks	2013	21.5	PL	Warszawa	Fortis Bank Polska SA Warszawa
401524 - Bacon flavour permaseal K	200033 - Silesia Flavors Polska Sp makseks	2013	273	PL	Warszawa	Fortis Bank Polska SA Warszawa
401525 - Flavour Lovage AF natural	200033 - Silesia Flavors Polska Sp makseks	2013	20	PL	Warszawa	Fortis Bank Polska SA Warszawa
400487 - Flavour Blackcurrant	200033 - Silesia Flavors Polska Sp makseks	2014	20	PL	Warszawa	Fortis Bank Polska SA Warszawa
400499 - Flavour Yoghurt liquid	200033 - Silesia Flavors Polska Sp makseks	2014	140	PL	Warszawa	Fortis Bank Polska SA Warszawa
400531 - Flavour Orange Juicy liquid	200033 - Silesia Flavors Polska Sp makseks	2014	20	PL	Warszawa	Fortis Bank Polska SA Warszawa
400642 - Flavour Lemon Peel Juicy AF	200033 - Silesia Flavors Polska Sp makseks	2014	1000	PL	Warszawa	Fortis Bank Polska SA Warszawa
400735 - Flavour Peanut	200033 - Silesia Flavors Polska Sp makseks	2014	100	PL	Warszawa	Fortis Bank Polska SA Warszawa
400742 - Flavour Sesame	200033 - Silesia Flavors Polska Sp makseks	2014	60	PL	Warszawa	Fortis Bank Polska SA Warszawa
400764 - Flavour Meat white	200033 - Silesia Flavors Polska Sp makseks	2014	3000	PL	Warszawa	Fortis Bank Polska SA Warszawa
400808 - Cream Flavor	200033 - Silesia Flavors Polska Sp makseks	2014	4000	PL	Warszawa	Fortis Bank Polska SA Warszawa
400809 - Butter Flavour	200033 - Silesia Flavors Polska Sp makseks	2014	6600	PL	Warszawa	Fortis Bank Polska SA Warszawa
401025 - Flavour Maple	200033 - Silesia Flavors Polska Sp makseks	2014	25	PL	Warszawa	Fortis Bank Polska SA Warszawa
401476 - Flavour meat 1401109116 yeast free	200033 - Silesia Flavors Polska Sp makseks	2014	4500	PL	Warszawa	Fortis Bank Polska SA Warszawa
401506 - Flavour Cheese Type Blue	200033 - Silesia Flavors Polska Sp makseks	2014	1250	PL	Warszawa	Fortis Bank Polska SA Warszawa
401514 - Flavour Silarom Boiled Beef	200033 - Silesia Flavors Polska Sp makseks	2014	300	PL	Warszawa	Fortis Bank Polska SA Warszawa
401517 - Flavour Natural BBQ	200033 - Silesia Flavors Polska Sp makseks	2014	375	PL	Warszawa	Fortis Bank Polska SA Warszawa
401521 - Flavour Cherry	200033 - Silesia Flavors Polska Sp makseks	2014	40	PL	Warszawa	Fortis Bank Polska SA Warszawa
401524 - Bacon flavour permaseal K	200033 - Silesia Flavors Polska Sp makseks	2014	250	PL	Warszawa	Fortis Bank Polska SA Warszawa
401525 - Flavour Lovage AF natural	200033 - Silesia Flavors Polska Sp makseks	2014	125	PL	Warszawa	Fortis Bank Polska SA Warszawa
401538 - Potato in skin Silarom	200033 - Silesia Flavors Polska Sp makseks	2014	40	PL	Warszawa	Fortis Bank Polska SA Warszawa
401539 - Chanterelle Silarom	200033 - Silesia Flavors Polska Sp makseks	2014	21	PL	Warszawa	Fortis Bank Polska SA Warszawa
400345 - Rose pepper fine cracked	200034 - J.H.Lüttge GMBH	2009	3000	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400804 - Clove crushed 2.0-4.0	200034 - J.H.Lüttge GMBH	2009	1650	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400345 - Rose pepper fine cracked	200034 - J.H.Lüttge GMBH	2010	1500	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400804 - Clove crushed 2.0-4.0	200034 - J.H.Lüttge GMBH	2010	1000	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400345 - Rose pepper fine cracked	200034 - J.H.Lüttge GMBH	2011	2100	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400344 - Rose pepper whole	200034 - J.H.Lüttge GMBH	2012	400	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400345 - Rose pepper fine cracked	200034 - J.H.Lüttge GMBH	2012	1490	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400804 - Clove crushed 2.0-4.0	200034 - J.H.Lüttge GMBH	2012	400	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400344 - Rose pepper whole	200034 - J.H.Lüttge GMBH	2013	295	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400345 - Rose pepper fine cracked	200034 - J.H.Lüttge GMBH	2013	2490	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
702825 - Rose pepper whole HT	200034 - J.H.Lüttge GMBH	2013	1730	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400344 - Rose pepper whole	200034 - J.H.Lüttge GMBH	2014	400	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400345 - Rose pepper fine cracked	200034 - J.H.Lüttge GMBH	2014	1570	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400804 - Clove crushed 2.0-4.0	200034 - J.H.Lüttge GMBH	2014	300	DE	Norderstedt	Segeberger Chaussee 34 Norderstedt
400052 - Fiber Potato AF	200036 - JRS Pharma Oy	2008	3150	FI	Nastola	Maitotie 4 Nastola
400042 - Fiber Wheat IF	200036 - JRS Pharma Oy	2009	6240	FI	Nastola	Maitotie 4 Nastola
400052 - Fiber Potato AF	200036 - JRS Pharma Oy	2009	200610	FI	Nastola	Maitotie 4 Nastola
400432 - Fiber Bamboo IF AF	200036 - JRS Pharma Oy	2009	12000	FI	Nastola	Maitotie 4 Nastola
400042 - Fiber Wheat IF	200036 - JRS Pharma Oy	2010	14400	FI	Nastola	Maitotie 4 Nastola
400052 - Fiber Potato AF	200036 - JRS Pharma Oy	2010	220140	FI	Nastola	Maitotie 4 Nastola
400432 - Fiber Bamboo IF AF	200036 - JRS Pharma Oy	2010	18600	FI	Nastola	Maitotie 4 Nastola
400042 - Fiber Wheat IF	200036 - JRS Pharma Oy	2011	8400	FI	Nastola	Maitotie 4 Nastola
400052 - Fiber Potato AF	200036 - JRS Pharma Oy	2011	107079	FI	Nastola	Maitotie 4 Nastola
400432 - Fiber Bamboo IF AF	200036 - JRS Pharma Oy	2011	14400	FI	Nastola	Maitotie 4 Nastola
400903 - Fiber Oat	200036 - JRS Pharma Oy	2011	250	FI	Nastola	Maitotie 4 Nastola
702767 - Potato Fibre IFD KF 251 NOT ACTIVE	200036 - JRS Pharma Oy	2011	65205	FI	Nastola	Maitotie 4 Nastola
740066 - Vitacel MI 300F Not active	200036 - JRS Pharma Oy	2011	40	FI	Nastola	Maitotie 4 Nastola
400042 - Fiber Wheat IF	200036 - JRS Pharma Oy	2012	2400	FI	Nastola	Maitotie 4 Nastola
400052 - Fiber Potato AF	200036 - JRS Pharma Oy	2012	124740	FI	Nastola	Maitotie 4 Nastola
400432 - Fiber Bamboo IF AF	200036 - JRS Pharma Oy	2012	6600	FI	Nastola	Maitotie 4 Nastola
400903 - Fiber Oat	200036 - JRS Pharma Oy	2012	150	FI	Nastola	Maitotie 4 Nastola
702767 - Potato Fibre IFD KF 251 NOT ACTIVE	200036 - JRS Pharma Oy	2012	64035	FI	Nastola	Maitotie 4 Nastola
740116 - Fiber vegetable blend Vitacel NOT ACTIVE	200036 - JRS Pharma Oy	2012	160	FI	Nastola	Maitotie 4 Nastola
400042 - Fiber Wheat IF	200036 - JRS Pharma Oy	2013	960	FI	Nastola	Maitotie 4 Nastola
400052 - Fiber Potato AF	200036 - JRS Pharma Oy	2013	234576	FI	Nastola	Maitotie 4 Nastola
400432 - Fiber Bamboo IF AF	200036 - JRS Pharma Oy	2013	11400	FI	Nastola	Maitotie 4 Nastola
401520 - Fiber Wheat  WF 400 NTU	200036 - JRS Pharma Oy	2013	380	FI	Nastola	Maitotie 4 Nastola
702767 - Potato Fibre IFD KF 251 NOT ACTIVE	200036 - JRS Pharma Oy	2013	24030	FI	Nastola	Maitotie 4 Nastola
740116 - Fiber vegetable blend Vitacel NOT ACTIVE	200036 - JRS Pharma Oy	2013	100	FI	Nastola	Maitotie 4 Nastola
400042 - Fiber Wheat IF	200036 - JRS Pharma Oy	2014	960	FI	Nastola	Maitotie 4 Nastola
400052 - Fiber Potato AF	200036 - JRS Pharma Oy	2014	113400	FI	Nastola	Maitotie 4 Nastola
400432 - Fiber Bamboo IF AF	200036 - JRS Pharma Oy	2014	4740	FI	Nastola	Maitotie 4 Nastola
401532 - Fiber Psyllium	200036 - JRS Pharma Oy	2014	7000	FI	Nastola	Maitotie 4 Nastola
740145 - Vitacel Psyllium P 95 NOT ACTIVE	200036 - JRS Pharma Oy	2014	300	FI	Nastola	Maitotie 4 Nastola
400218 - Ginger ground  HT AF NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2008	10020	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400222 - Black pepper ground HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2008	1880	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400223 - Black pepper cracked 1.15 HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2008	1260	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400277 - White pepper ground HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2008	1880	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400331 - Curry powder HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2008	6540	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400440 - Curry Extra Hot Vindaloo HT	200037 - VKL Europe GmbH makse tegemiseks	2008	500	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400549 - Black pepper Pinheads	200037 - VKL Europe GmbH makse tegemiseks	2008	2145	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400580 - Turmeric ground HT	200037 - VKL Europe GmbH makse tegemiseks	2008	1260	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400730 - Cardamom whole pod ground Guatemala AF	200037 - VKL Europe GmbH makse tegemiseks	2008	620	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400218 - Ginger ground  HT AF NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2009	9960	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400222 - Black pepper ground HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2009	15500	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400223 - Black pepper cracked 1.15 HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2009	-40	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400277 - White pepper ground HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2009	-20	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400331 - Curry powder HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2009	7480	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400399 - O/R Curry NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2009	30	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400440 - Curry Extra Hot Vindaloo HT	200037 - VKL Europe GmbH makse tegemiseks	2009	500	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400461 - Barbeque seasoning blend HT NOT ACTIVE	200037 - VKL Europe GmbH makse tegemiseks	2009	-534.78	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400730 - Cardamom whole pod ground Guatemala AF	200037 - VKL Europe GmbH makse tegemiseks	2009	-20	DE	Münnerstadt	Am Pfädlein 9  D-97702 Münnerstadt Münnerstadt
400601 - Ginger ground HT AF	200038 - Indian Products Ltd/Jayanti	2009	5000	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400323 - Green pepper cracked	200038 - Indian Products Ltd/Jayanti	2010	2500	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400580 - Turmeric ground HT	200038 - Indian Products Ltd/Jayanti	2010	4000	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400615 - Fenugreek ground HT	200038 - Indian Products Ltd/Jayanti	2010	1475	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400771 - Dill Seed whole HT	200038 - Indian Products Ltd/Jayanti	2010	2000	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400580 - Turmeric ground HT	200038 - Indian Products Ltd/Jayanti	2011	22000	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400601 - Ginger ground HT AF	200038 - Indian Products Ltd/Jayanti	2011	53500	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400606 - Red pepper ground 20.000 HT AF	200038 - Indian Products Ltd/Jayanti	2011	5500	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400580 - Turmeric ground HT	200038 - Indian Products Ltd/Jayanti	2012	21750	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400601 - Ginger ground HT AF	200038 - Indian Products Ltd/Jayanti	2012	18000	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400603 - White pepper ground  HT	200038 - Indian Products Ltd/Jayanti	2012	30025	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400608 - Black pepper cracked 1.15 HT	200038 - Indian Products Ltd/Jayanti	2012	11000	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400669 - White pepper cracked 1.6 HT	200038 - Indian Products Ltd/Jayanti	2012	2975	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400580 - Turmeric ground HT	200038 - Indian Products Ltd/Jayanti	2013	16250	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400603 - White pepper ground  HT	200038 - Indian Products Ltd/Jayanti	2013	25900	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400669 - White pepper cracked 1.6 HT	200038 - Indian Products Ltd/Jayanti	2013	7000	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
401500 - Black pepper cracked 1.15 Tellicherry ST	200038 - Indian Products Ltd/Jayanti	2013	500	IN	Kerala	14th Mile Stobe  Walayar Dam Post  Walayar  Palakkad District Kerala
400043 - Starch Maize native (K)	200039 - Roquette Freres	2007	8000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400048 - Protein Wheat gluten	200039 - Roquette Freres	2007	21975	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400055 - Potato starch 25kg NOT ACTIVE	200039 - Roquette Freres	2007	37800	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400060 - Dextrose 25 kg NOT ACTIVE	200039 - Roquette Freres	2007	14000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400061 - Dextrose fine wheat or maize	200039 - Roquette Freres	2007	291000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400063 - Glucose syrup DE 21 AF (K)	200039 - Roquette Freres	2007	13800	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400065 - Glucose syrup DE 28 Not active	200039 - Roquette Freres	2007	1500	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400375 - Starch modified Waxy maize PG 40 (E 1422)	200039 - Roquette Freres	2007	9000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400376 - Starch modified Waxy maize CU 20 (E 1422)	200039 - Roquette Freres	2007	14000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400377 - Maltodextrine Maize DE 12	200039 - Roquette Freres	2007	110325	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400546 - Dextrose fine Maize AF	200039 - Roquette Freres	2007	79000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400550 - Starch modified Maize Pregeflo M Not acti	200039 - Roquette Freres	2007	800	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400554 - Glucose syrup DE 38 NOT ACTIVE	200039 - Roquette Freres	2007	750	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400676 - Starch modified potato  swelling PG (E 14	200039 - Roquette Freres	2007	1000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400043 - Starch Maize native (K)	200039 - Roquette Freres	2008	5000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400048 - Protein Wheat gluten	200039 - Roquette Freres	2008	4975	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400053 - Starch Wheat native NOT ACTIVE	200039 - Roquette Freres	2008	6200	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400055 - Potato starch 25kg NOT ACTIVE	200039 - Roquette Freres	2008	40950	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400061 - Dextrose fine wheat or maize	200039 - Roquette Freres	2008	634000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400063 - Glucose syrup DE 21 AF (K)	200039 - Roquette Freres	2008	96550	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400065 - Glucose syrup DE 28 Not active	200039 - Roquette Freres	2008	2250	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400360 - Sodium erythorbate (E 316)	200039 - Roquette Freres	2008	9950	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400371 - Caramel colour powder 50.000 EBC (E 150c)	200039 - Roquette Freres	2008	3200	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400375 - Starch modified Waxy maize PG 40 (E 1422)	200039 - Roquette Freres	2008	30000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400376 - Starch modified Waxy maize CU 20 (E 1422)	200039 - Roquette Freres	2008	33000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400377 - Maltodextrine Maize DE 12	200039 - Roquette Freres	2008	193200	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400380 - Sweetener sorbitol	200039 - Roquette Freres	2008	2500	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400439 - Starch  modified potato CU 10 (E 1412)	200039 - Roquette Freres	2008	16800	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400475 - Starch modified Waxy maize CU 08 (E1442)	200039 - Roquette Freres	2008	2500	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400510 - Starch Potato native AF	200039 - Roquette Freres	2008	2100	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400554 - Glucose syrup DE 38 NOT ACTIVE	200039 - Roquette Freres	2008	3750	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400676 - Starch modified potato  swelling PG (E 14	200039 - Roquette Freres	2008	800	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400774 - Starch modified waxy maize CU 30 (E 1422)	200039 - Roquette Freres	2008	500	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400802 - Starch modified waxy maize CU 20 (E 1442)	200039 - Roquette Freres	2008	300	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
740001 - Clearam CH 30 20 NOT ACTIVE	200039 - Roquette Freres	2008	25	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400043 - Starch Maize native (K)	200039 - Roquette Freres	2009	32000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400048 - Protein Wheat gluten	200039 - Roquette Freres	2009	13975	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400049 - Starch modified Potato PG P100G (declarat	200039 - Roquette Freres	2009	1400	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400053 - Starch Wheat native NOT ACTIVE	200039 - Roquette Freres	2009	6000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400061 - Dextrose fine wheat or maize	200039 - Roquette Freres	2009	698000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400063 - Glucose syrup DE 21 AF (K)	200039 - Roquette Freres	2009	147550	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400065 - Glucose syrup DE 28 Not active	200039 - Roquette Freres	2009	6000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400282 - Starch Potato native (big bag)	200039 - Roquette Freres	2009	20000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400371 - Caramel colour powder 50.000 EBC (E 150c)	200039 - Roquette Freres	2009	1600	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400375 - Starch modified Waxy maize PG 40 (E 1422)	200039 - Roquette Freres	2009	23900	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400376 - Starch modified Waxy maize CU 20 (E 1422)	200039 - Roquette Freres	2009	86000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400377 - Maltodextrine Maize DE 12	200039 - Roquette Freres	2009	256775	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400380 - Sweetener sorbitol	200039 - Roquette Freres	2009	2000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400439 - Starch  modified potato CU 10 (E 1412)	200039 - Roquette Freres	2009	12600	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400475 - Starch modified Waxy maize CU 08 (E1442)	200039 - Roquette Freres	2009	1000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400510 - Starch Potato native AF	200039 - Roquette Freres	2009	256200	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400546 - Dextrose fine Maize AF	200039 - Roquette Freres	2009	214925	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400554 - Glucose syrup DE 38 NOT ACTIVE	200039 - Roquette Freres	2009	9750	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400676 - Starch modified potato  swelling PG (E 14	200039 - Roquette Freres	2009	3200	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400802 - Starch modified waxy maize CU 20 (E 1442)	200039 - Roquette Freres	2009	75	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400818 - Starch modified Maize cold swelling PG (E	200039 - Roquette Freres	2009	2880	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
702724 - Starch modified Potato PG P100G Not activ	200039 - Roquette Freres	2009	720	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400043 - Starch Maize native (K)	200039 - Roquette Freres	2010	33000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400048 - Protein Wheat gluten	200039 - Roquette Freres	2010	15850	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400049 - Starch modified Potato PG P100G (declarat	200039 - Roquette Freres	2010	1080	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400053 - Starch Wheat native NOT ACTIVE	200039 - Roquette Freres	2010	6875	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400061 - Dextrose fine wheat or maize	200039 - Roquette Freres	2010	582800	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400063 - Glucose syrup DE 21 AF (K)	200039 - Roquette Freres	2010	108525	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400362 - Gluconodeltalactone (E 575)	200039 - Roquette Freres	2010	15300	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400371 - Caramel colour powder 50.000 EBC (E 150c)	200039 - Roquette Freres	2010	800	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400375 - Starch modified Waxy maize PG 40 (E 1422)	200039 - Roquette Freres	2010	20175	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400376 - Starch modified Waxy maize CU 20 (E 1422)	200039 - Roquette Freres	2010	81000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400377 - Maltodextrine Maize DE 12	200039 - Roquette Freres	2010	208000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400380 - Sweetener sorbitol	200039 - Roquette Freres	2010	2000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400439 - Starch  modified potato CU 10 (E 1412)	200039 - Roquette Freres	2010	17825	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
400475 - Starch modified Waxy maize CU 08 (E1442)	200039 - Roquette Freres	2010	3000	FR	Lille Cedex	4  rue Patou  BP 489 Lille Cedex
